filename,classID
cb_uvex4\SDSSJ122847.09+484932.7_15238-59340-0098_4351930719.dat,WDB
cb_uvex2\SDSSJ161227.47+541130.2_15329-59343-0310_4346403029.dat,WDB
wd\SDSSJ074726.29+380417.3_15017-59163-0277_4555381917.dat,WDB
wd\SDSSJ080830.82+264054.4_15024-59254-0355_4554515134.dat,WDB
wd\SDSSJ143452.21+091835.3_15202-59324-0114_4601003356.dat,WDB
wd\SDSSJ012009.55-020354.2_15009-59164-0326_4375026115.dat,WDB
wd\SDSSJ112605.76+090628.5_15129-59221-0282_4594953300.dat,WDB
wd\SDSSJ082951.42+292623.0_15058-59195-0377_4555067464.dat,WDB
cb_uvex2\SDSSJ212232.68+000426.6_15027-59159-0030_4376534429.dat,WDB
wd\SDSSJ153405.13+063917.7_15272-59360-0243_5171002179.dat,WDB
wd\SDSSJ121312.75+500441.6_15237-59256-0489_4351938620.dat,WDB
wd\SDSSJ141214.54+544829.4_15304-59312-0036_4350964909.dat,WDB
cb_uvex2\SDSSJ140341.97+540714.4_15302-59315-0135_4351043634.dat,WDB
wd\SDSSJ143227.24+363215.4_15305-59283-0010_4603885555.dat,WDB
cb_uvex2\SDSSJ015915.04-030824.9_15045-59169-0072_4375835330.dat,WDB
wd\SDSSJ090542.42+510455.1_15174-59232-0024_4360832146.dat,WDB
cb_uvex2\SDSSJ134436.61+384820.2_15299-59293-0259_4602959015.dat,WDB
wd\SDSSJ155809.97+290645.7_15274-59304-0481_5188200527.dat,WDB
wd\SDSSJ014049.00-010302.8_15012-59166-0358_4375147220.dat,WDB
wd\SDSSJ073347.54+200040.6_15195-59271-0461_4542960431.dat,WDB
wd\SDSSJ112731.58+272540.2_15293-59312-0132_4597240792.dat,WDB
wd\SDSSJ074419.83+302202.9_15016-59146-0008_4551564230.dat,WDB
cb_uvex2\SDSSJ080856.85+314615.5_15023-59232-0347_4554806021.dat,WDB
cb_uvex2\SDSSJ012752.18+140622.7_15010-59219-0300_4401100247.dat,WDB
wd\SDSSJ084857.93+002834.5_15146-59226-0253_4545132518.dat,WDB
wd\SDSSJ073652.61+181428.3_15073-59186-0448_4542220895.dat,WDB
wd\SDSSJ074828.61+374208.9_15020-59200-0471_4555254569.dat,WDB
wd\SDSSJ075156.09+293446.7_15019-59281-0104_4554592581.dat,WDB
wd\SDSSJ090456.10+525029.8_15174-59284-0106_4360786964.dat,WDB
wd\SDSSJ185314.73+370618.8_15332-59305-0137_5367991619.dat,WDB
wd\SDSSJ052339.87+491012.3_15121-59212-0497_4342208661.dat,WDB
wd\SDSSJ140645.45+552340.1_15304-59281-0088_4351031659.dat,WDB
wd\SDSSJ085213.49+011706.7_15165-59202-0062_4545141019.dat,WDB
wd\SDSSJ023536.46+014102.8_15014-59191-0371_4401871791.dat,WDB
wd\SDSSJ142307.89+362453.9_15305-59283-0176_4603726947.dat,WDB
wd\SDSSJ143430.62+343616.5_15327-59326-0038_4603863406.dat,WDB
wd\SDSSJ062412.49-005033.3_15139-59205-0066_4470976527.dat,WDB
wd\SDSSJ182558.86+261025.6_15331-59328-0146_5268421241.dat,WDB
cb_uvex2\SDSSJ000742.62+252422.6_15004-59191-0126_4400714901.dat,WDB
wd\SDSSJ084700.86-010032.3_15164-59200-0105_4492068866.dat,WDB
wd\SDSSJ085719.37-011313.7_15166-59251-0202_4492116225.dat,WDB
wd\SDSSJ141214.54+544829.4_15304-59312-0036_4350964909.dat,WDB
wd\SDSSJ113123.69+233137.8_15294-59291-0334_4595911329.dat,WDB
cb_uvex2\SDSSJ234545.22-000933.4_15034-59165-0222_4371183054.dat,WDB
cb_uvex2\SDSSJ161637.87+534423.2_15330-59324-0408_4346395884.dat,WDB
wd\SDSSJ062711.94-033544.3_15279-59302-0123_4470194605.dat,WDB
wd\SDSSJ074508.79+311659.3_15018-59221-0189_4551590626.dat,WDB
wd\SDSSJ024449.17-014741.4_15015-59222-0084_4376199191.dat,WDB
wd\SDSSJ024449.17-014741.4_15015-59222-0084_4376199191.dat,WDB
cb_uvex2\SDSSJ131829.55+462939.8_15296-59346-0456_4351772951.dat,WDB
wd\SDSSJ133836.17+133359.7_15298-59292-0303_4599905949.dat,WDB
wd\SDSSJ134453.66-041810.7_15200-59324-0107_4589605424.dat,WDB
wd\SDSSJ074321.68+200828.1_15195-59238-0061_4543097596.dat,WDB
wd\SDSSJ074828.61+374208.9_15017-59163-0299_4555254569.dat,WDB
wd\SDSSJ142425.79+044436.7_15323-59352-0117_4600465839.dat,WDB
wd\SDSSJ160522.45+532220.5_15330-59344-0441_4346418722.dat,WDB
wd\SDSSJ085413.93+050843.8_15259-59292-0125_4545253832.dat,WDB
wd\SDSSJ074508.79+311659.3_15018-59251-0396_4551590626.dat,WDB
wd\SDSSJ074828.61+374208.9_15020-59248-0471_4555254569.dat,WDB
cb_uvex2\SDSSJ080039.33+365618.8_15020-59284-0261_4555284240.dat,WDB
wd\SDSSJ074355.73+362511.9_15127-59190-0277_4553868672.dat,WDB
wd\SDSSJ160622.04+272017.0_15274-59304-0090_5188059798.dat,WDB
cb_uvex2\SDSSJ080039.33+365618.8_15020-59200-0059_4555284240.dat,WDB
wd\SDSSJ221729.24+000833.3_15029-59169-0184_4381157131.dat,WDB
wd\SDSSJ072103.19-250816.4_15116-59220-0159_4430166686.dat,WDB
wd\SDSSJ003230.13+001138.6_15005-59167-0449_4399273369.dat,WDB
wd\SDSSJ080459.58+351327.4_15022-59165-0237_4555273127.dat,WDB
wd\SDSSJ123544.43+623414.3_15239-59293-0150_4351337923.dat,WDB
wd\SDSSJ081011.14+214540.1_15051-59204-0045_4546457725.dat,WDB
cb_uvex2\SDSSJ062352.33+404209.1_15197-59245-0063_4552312420.dat,WDB
wd\SDSSJ062209.28-012925.8_15139-59205-0121_4470902482.dat,WDB
cb_uvex2\SDSSJ151248.06+575549.6_15307-59344-0171_4349088607.dat,WDB
wd\SDSSJ121502.75+291145.3_15249-59265-0229_4601883257.dat,WDB
cb_uvex2\SDSSJ111716.60+091603.2_15129-59217-0474_4594923273.dat,WDB
wd\SDSSJ123544.43+623414.3_15239-59316-0392_4351337923.dat,WDB
cb_uvex2\SDSSJ012752.18+140622.7_15010-59199-0296_4401100247.dat,WDB
wd\SDSSJ074419.83+302202.9_15016-59248-0221_4551564230.dat,WDB
wd\SDSSJ074351.30+385615.5_15017-59278-0101_4554153047.dat,WDB
wd\SDSSJ060211.18+232946.6_15084-59215-0287_4538337107.dat,WDB
cb_uvex2\SDSSJ085936.52+530727.7_15174-59232-0167_4360779595.dat,WDB
wd\SDSSJ080916.48+201248.1_15052-59229-0228_4546377105.dat,WDB
wd\SDSSJ153611.76+872203.5_15273-59308-0267_4348126397.dat,WDB
wd\SDSSJ163104.67-012344.7_15275-59337-0388_4862961909.dat,WDB
cb_uvex2\SDSSJ161227.47+541130.2_15330-59344-0116_4346403029.dat,WDB
wd\SDSSJ165309.13+343802.5_15310-59352-0364_5189713451.dat,WDB
wd\SDSSJ062904.28+110521.9_15103-59268-0345_4528931602.dat,WDB
cb_uvex2\SDSSJ081033.60+220935.4_15051-59204-0050_4546459337.dat,WDB
wd\SDSSJ074351.30+385615.5_15017-59250-0141_4554153047.dat,WDB
wd\SDSSJ164240.40+391731.5_15309-59312-0241_5191725122.dat,WDB
wd\SDSSJ074257.29+390617.9_15017-59250-0175_4554151872.dat,WDB
cb_uvex2\SDSSJ131151.30+571829.8_15348-59302-0488_4351304262.dat,WDB
wd\SDSSJ113307.06+272516.0_15293-59293-0128_4597294581.dat,WDB
cb_uvex2\SDSSJ075008.75+283032.7_15019-59164-0440_4554377661.dat,WDB
wd\SDSSJ141214.54+544829.4_15304-59342-0040_4350964909.dat,WDB
wd\SDSSJ012009.55-020354.2_15009-59192-0086_4375026115.dat,WDB
wd\SDSSJ011847.74-000142.6_15009-59164-0192_4375040495.dat,WDB
wd\SDSSJ112719.90+264843.9_15293-59312-0431_4597238056.dat,WDB
wd\SDSSJ161502.84+544603.3_15329-59343-0281_4346361177.dat,WDB
cb_uvex2\SDSSJ163113.46+444223.6_15308-59342-0023_4346120106.dat,WDB
cb_uvex2\SDSSJ083107.07+340256.6_15057-59197-0356_4555603482.dat,WDB
wd\SDSSJ073447.03+175650.5_15192-59302-0002_4542207877.dat,WDB
wd\SDSSJ080939.33+334542.9_15025-59255-0441_4555305709.dat,WDB
cb_uvex2\SDSSJ151248.06+575549.6_15307-59290-0107_4349088607.dat,WDB
cb_uvex2\SDSSJ084953.37+001042.9_15164-59200-0327_4545132059.dat,WDB
wd\SDSSJ075535.71+344704.9_15022-59252-0245_4555198055.dat,WDB
wd\SDSSJ003436.68+003140.8_15005-59193-0345_4399275193.dat,WDB
wd\SDSSJ090409.04+012741.0_15169-59313-0313_4592522697.dat,WDB
wd\SDSSJ161054.22+521137.7_15330-59344-0346_4346388921.dat,WDB
wd\SDSSJ082931.61+282836.2_15058-59195-0390_4555034953.dat,WDB
wd\SDSSJ132415.14-145109.9_15199-59250-0333_4587907459.dat,WDB
wd\SDSSJ111608.81+092530.6_15129-59221-0475_4594923329.dat,WDB
cb_uvex2\SDSSJ091649.33+034147.9_15263-59309-0315_4592673752.dat,WDB
wd\SDSSJ074345.07+384953.6_15017-59163-0112_4554152280.dat,WDB
wd\SDSSJ075901.95+260806.6_15021-59226-0349_4554393466.dat,WDB
cb_uvex2\SDSSJ003310.43+011934.2_15005-59193-0138_4399278965.dat,WDB
wd\SDSSJ174144.14+061701.8_15342-59328-0104_5178724841.dat,WDB
wd\SDSSJ062809.38+163158.5_15228-59269-0099_4535670721.dat,WDB
wd\SDSSJ081548.71+364950.6_15055-59230-0018_4555492009.dat,WDB
wd\SDSSJ113307.06+272516.0_15293-59340-0064_4597294581.dat,WDB
wd\SDSSJ080459.95+202145.7_15052-59229-0012_4546221566.dat,WDB
wd\SDSSJ140645.45+552340.1_15304-59281-0088_4351031659.dat,WDB
wd\SDSSJ074726.29+380417.3_15017-59147-0393_4555381917.dat,WDB
wd\SDSSJ084521.51+511559.4_15244-59257-0383_4360806393.dat,WDB
cb_uvex2\SDSSJ144140.26+040811.8_15306-59315-0138_4600823229.dat,WDB
wd\SDSSJ075453.84+291114.2_15019-59222-0144_4554591460.dat,WDB
wd\SDSSJ173938.99+060551.2_15342-59328-0152_5178665607.dat,WDB
wd\SDSSJ074225.38+200357.5_15195-59238-0354_4543064776.dat,WDB
cb_uvex2\SDSSJ111716.60+091603.2_15129-59217-0474_4594923273.dat,WDB
wd\SDSSJ062209.28-012925.8_15139-59205-0121_4470902482.dat,WDB
cb_uvex2\SDSSJ012752.18+140622.7_15010-59219-0300_4401100247.dat,WDB
cb_uvex2\SDSSJ082026.00+390447.2_15026-59169-0239_4555551542.dat,WDB
wd\SDSSJ024443.69-005227.9_15015-59166-0326_4376165472.dat,WDB
cb_uvex2\SDSSJ085157.43+514414.9_15174-59232-0439_4360808909.dat,WDB
wd\SDSSJ085926.99+514437.9_15174-59232-0197_4360794491.dat,WDB
cb_uvex2\SDSSJ075008.75+283032.7_15019-59222-0474_4554377661.dat,WDB
wd\SDSSJ135122.02+270947.9_15301-59338-0035_4603040151.dat,WDB
wd\SDSSJ052107.90+495327.8_15121-59212-0372_4342147922.dat,WDB
wd\SDSSJ074508.79+311659.3_15018-59164-0391_4551590626.dat,WDB
wd\SDSSJ090542.42+510455.1_15174-59312-0026_4360832146.dat,WDB
wd\SDSSJ073924.83+374612.8_15127-59190-0127_4553878566.dat,WDB
wd\SDSSJ003230.13+001138.6_15005-59167-0449_4399273369.dat,WDB
wd\SDSSJ072212.29-241909.1_15116-59218-0115_4457377291.dat,WDB
cb_uvex2\SDSSJ163113.46+444223.6_15308-59342-0023_4346120106.dat,WDB
wd\SDSSJ134956.19+024309.3_15201-59279-0200_4600224987.dat,WDB
wd\SDSSJ073110.34+241703.0_15285-59276-0261_4543210836.dat,WDB
cb_uvex2\SDSSJ164802.77+345545.6_15310-59315-0115_5189677512.dat,WDB
wd\SDSSJ062809.38+163158.5_15228-59269-0099_4535670721.dat,WDB
wd\SDSSJ143452.21+091835.3_15202-59250-0048_4601003356.dat,WDB
wd\SDSSJ142805.51+361747.8_15305-59313-0197_4603865782.dat,WDB
cb_uvex2\SDSSJ134417.05+281511.1_15301-59338-0359_4602376099.dat,WDB
wd\SDSSJ075156.09+293446.7_15019-59199-0360_4554592581.dat,WDB
cb_uvex2\SDSSJ122732.98+481434.4_15238-59340-0277_4352006870.dat,WDB
wd\SDSSJ051247.98-053833.1_15102-59266-0346_4416834586.dat,WDB
cb_uvex2\SDSSJ080330.79+360244.2_15022-59165-0183_4555285384.dat,WDB
wd\SDSSJ074355.73+362511.9_15190-59248-0094_4553868672.dat,WDB
wd\SDSSJ083647.58+045951.0_15257-59288-0048_4545104436.dat,WDB
wd\SDSSJ074345.07+384953.6_15017-59163-0112_4554152280.dat,WDB
wd\SDSSJ003406.72+243315.4_15006-59227-0456_4400875992.dat,WDB
wd\SDSSJ085205.50+031413.9_15258-59291-0258_4545209233.dat,WDB
wd\SDSSJ125944.01+572345.2_15198-59273-0113_4351322960.dat,WDB
wd\SDSSJ074345.07+384953.6_15017-59220-0204_4554152280.dat,WDB
wd\SDSSJ135216.04+040216.1_15201-59273-0045_4600285659.dat,WDB
wd\SDSSJ121031.36+214430.0_15295-59294-0488_4599518599.dat,WDB
cb_uvex4\SDSSJ122847.09+484932.7_15238-59257-0012_4351930719.dat,WDB
wd\SDSSJ080939.33+334542.9_15023-59253-0091_4555305709.dat,WDB
wd\SDSSJ072103.19-250816.4_15116-59218-0219_4430166686.dat,WDB
wd\SDSSJ234709.30+001858.1_15034-59165-0356_4382230501.dat,WDB
wd\SDSSJ063055.22-044020.0_15279-59302-0027_4471345115.dat,WDB
wd\SDSSJ065047.55-052113.7_15282-59293-0070_4471908450.dat,WDB
wd\SDSSJ074345.07+384953.6_15017-59220-0204_4554152280.dat,WDB
cb_uvex4\SDSSJ122847.09+484932.7_15238-59257-0012_4351930719.dat,WDB
wd\SDSSJ141320.77+540057.6_15304-59281-0300_4350971663.dat,WDB
cb_uvex2\SDSSJ143807.22+031441.2_15306-59289-0385_4600803089.dat,WDB
wd\SDSSJ144100.59+043046.8_15306-59315-0124_4600823697.dat,WDB
wd\SDSSJ134956.19+024309.3_15201-59279-0200_4600224987.dat,WDB
wd\SDSSJ083606.49+041005.4_15256-59280-0135_4545067151.dat,WDB
cb_uvex2\SDSSJ122421.54+473808.8_15238-59257-0338_4352014246.dat,WDB
wd\SDSSJ092838.11+035839.3_15266-59306-0075_4592708135.dat,WDB
wd\SDSSJ141859.76+034026.8_15323-59352-0382_4600445404.dat,WDB
wd\SDSSJ065927.13+030625.6_15336-59294-0050_4530254334.dat,WDB
wd\SDSSJ221607.37+014609.2_15029-59169-0455_4381180490.dat,WDB
wd\SDSSJ074035.78-121452.2_15232-59265-0108_4476633394.dat,WDB
wd\SDSSJ093138.30+031012.8_15269-59280-0019_4592706046.dat,WDB
cb_uvex2\SDSSJ003949.76+241347.9_15006-59227-0328_4400885582.dat,WDB
wd\SDSSJ080459.95+202145.7_15052-59229-0012_4546221566.dat,WDB
wd\SDSSJ024449.17-014741.4_15015-59169-0310_4376199191.dat,WDB
wd\SDSSJ080102.52+271012.6_15021-59165-0280_4554417785.dat,WDB
wd\SDSSJ145939.07+854419.3_15273-59308-0376_4348161456.dat,WDB
cb_gaiagalex\SDSSJ062316.84+401916.6_15197-59271-0090_4552300773.dat,WDB
wd\SDSSJ074828.61+374208.9_15017-59250-0241_4555254569.dat,WDB
cb_uvex2\SDSSJ122421.54+473808.8_15238-59340-0340_4352014246.dat,WDB
wd\SDSSJ093806.30+032242.4_15269-59280-0183_4592983242.dat,WDB
wd\SDSSJ134455.30-062617.9_15200-59305-0260_4589321488.dat,WDB
wd\SDSSJ155809.97+290645.7_15274-59329-0007_5188200527.dat,WDB
wd\SDSSJ083601.71+023547.1_15143-59205-0087_4544972548.dat,WDB
wd\SDSSJ092644.34-014223.6_15267-59308-0199_4570513732.dat,WDB
wd\SDSSJ083854.79+005621.5_15255-59279-0284_4544983462.dat,WDB
wd\SDSSJ083647.58+045951.0_15257-59288-0048_4545104436.dat,WDB
wd\SDSSJ080939.33+334542.9_15023-59232-0447_4555305709.dat,WDB
wd\SDSSJ011306.61-005041.5_15009-59164-0475_4375032902.dat,WDB
cb_uvex2\SDSSJ161227.47+541130.2_15329-59343-0310_4346403029.dat,WDB
wd\SDSSJ080729.27+324152.1_15023-59253-0313_4555213259.dat,WDB
wd\SDSSJ003436.68+003140.8_15005-59167-0343_4399275193.dat,WDB
wd\SDSSJ090456.10+525029.8_15174-59284-0106_4360786964.dat,WDB
wd\SDSSJ142356.35+362335.9_15305-59313-0396_4603727047.dat,WDB
wd\SDSSJ121037.45+193200.8_15295-59352-0434_4599335922.dat,WDB
wd\SDSSJ092838.11+035839.3_15265-59292-0234_4592708135.dat,WDB
wd\SDSSJ103411.30+373336.7_15291-59350-0134_4597564139.dat,WDB
wd\SDSSJ234053.59-011829.8_15033-59164-0041_4371147419.dat,WDB
wd\SDSSJ083059.32+193214.1_15061-59226-0441_4546825502.dat,WDB
wd\SDSSJ173843.44+033704.9_15342-59328-0427_5178376978.dat,WDB
wd\SDSSJ074257.29+390617.9_15017-59250-0175_4554151872.dat,WDB
wd\SDSSJ161009.85+550211.5_15329-59343-0363_4346502644.dat,WDB
wd\SDSSJ003816.35+005226.0_15005-59193-0261_4399283455.dat,WDB
wd\SDSSJ160622.04+272017.0_15274-59304-0090_5188059798.dat,WDB
wd\SDSSJ000730.74+275111.7_15004-59217-0166_4402839439.dat,WDB
wd\SDSSJ012044.81-004159.2_15009-59192-0075_4375041026.dat,WDB
cb_uvex2\SDSSJ020818.33-034338.7_15046-59226-0392_4375907585.dat,WDB
cb_uvex2\SDSSJ011943.63+002500.1_15009-59192-0326_4399788869.dat,WDB
wd\SDSSJ122854.60+480619.9_15238-59340-0254_4352006319.dat,WDB
cb_uvex2\SDSSJ122551.63+482757.3_15238-59340-0199_4352006719.dat,WDB
wd\SDSSJ140733.06+620540.2_15303-59280-0335_4349284534.dat,WDB
wd\SDSSJ074259.75+375120.1_15017-59220-0188_4553889090.dat,WDB
cb_uvex2\SDSSJ135150.63+035718.0_15201-59273-0087_4600279557.dat,WDB
wd\SDSSJ180653.34+123557.7_15346-59300-0248_5208890302.dat,WDB
wd\SDSSJ135336.36+015315.9_15201-59328-0095_4600227795.dat,WDB
wd\SDSSJ075901.95+260806.6_15021-59165-0281_4554393466.dat,WDB
wd\SDSSJ124120.03+291323.6_15250-59267-0112_4601988495.dat,WDB
wd\SDSSJ074405.76+384258.8_15017-59147-0340_4554152054.dat,WDB
wd\SDSSJ092654.51-013111.1_15267-59308-0223_4570514321.dat,WDB
wd\SDSSJ074259.75+375120.1_15190-59267-0265_4553889090.dat,WDB
wd\SDSSJ081529.69+353256.0_15025-59255-0207_4555359748.dat,WDB
wd\SDSSJ013557.21-002704.9_15012-59220-0440_4375143332.dat,WDB
wd\SDSSJ084323.61+010805.0_15143-59205-0394_4544996808.dat,WDB
wd\SDSSJ182614.87+251128.8_15331-59328-0164_5268364186.dat,WDB
wd\SDSSJ234312.82-004020.6_15033-59164-0016_4371153459.dat,WDB
cb_uvex2\SDSSJ083107.07+340256.6_15059-59199-0303_4555603482.dat,WDB
wd\SDSSJ080459.58+351327.4_15022-59165-0237_4555273127.dat,WDB
wd\SDSSJ011306.61-005041.5_15009-59164-0475_4375032902.dat,WDB
wd\SDSSJ073214.54-072155.3_15231-59270-0329_4477477795.dat,WDB
wd\SDSSJ135216.04+040216.1_15201-59279-0107_4600285659.dat,WDB
wd\SDSSJ140733.06+620540.2_15303-59280-0335_4349284534.dat,WDB
wd\SDSSJ073937.16+373052.2_15127-59190-0139_4553877381.dat,WDB
wd\SDSSJ052107.90+495327.8_15121-59206-0332_4342147922.dat,WDB
cb_uvex2\SDSSJ011943.63+002500.1_15009-59164-0162_4399788869.dat,WDB
wd\SDSSJ074345.07+384953.6_15017-59163-0112_4554152280.dat,WDB
wd\SDSSJ052111.69-024604.9_15075-59187-0459_4417155243.dat,WDB
wd\SDSSJ133834.95+505111.6_15300-59312-0107_4351207184.dat,WDB
cb_uvex2\SDSSJ121334.97+513041.6_15237-59338-0017_4351912082.dat,WDB
wd\SDSSJ113440.05+235436.6_15294-59343-0302_4595983961.dat,WDB
cb_uvex2\SDSSJ023039.28+000752.0_15014-59165-0431_4401856306.dat,WDB
wd\SDSSJ085915.63-003305.5_15166-59251-0134_4492122595.dat,WDB
cb_uvex4\SDSSJ234352.58+002732.8_15034-59192-0064_4382202003.dat,WDB
wd\SDSSJ011655.17-012605.9_15009-59218-0457_4375035219.dat,WDB
wd\SDSSJ075901.95+260806.6_15021-59193-0049_4554393466.dat,WDB
wd\SDSSJ081742.67+333947.0_15025-59255-0288_4555316636.dat,WDB
wd\SDSSJ081223.85+254842.7_15024-59202-0055_4554513268.dat,WDB
wd\SDSSJ081115.08+270621.7_15024-59202-0269_4554531107.dat,WDB
wd\SDSSJ052107.90+495327.8_15121-59212-0372_4342147922.dat,WDB
wd\SDSSJ080708.49+194949.4_15052-59229-0469_4546222789.dat,WDB
cb_uvex2\SDSSJ135150.63+035718.0_15201-59355-0165_4600279557.dat,WDB
wd\SDSSJ084700.86-010032.3_15164-59200-0105_4492068866.dat,WDB
wd\SDSSJ083059.32+193214.1_15061-59226-0441_4546825502.dat,WDB
cb_uvex2\SDSSJ085545.34-010850.6_15166-59251-0306_4492109516.dat,WDB
wd\SDSSJ155713.73+280338.6_15274-59304-0478_5188048002.dat,WDB
cb_uvex2\SDSSJ015915.04-030824.9_15045-59223-0496_4375835330.dat,WDB
wd\SDSSJ074259.75+375120.1_15190-59273-0263_4553889090.dat,WDB
wd\SDSSJ135216.04+040216.1_15201-59306-0109_4600285659.dat,WDB
wd\SDSSJ084901.72-010605.9_15164-59200-0265_4492077427.dat,WDB
wd\SDSSJ230022.49+183739.9_15028-59197-0292_4383231045.dat,WDB
wd\SDSSJ091113.02+031127.0_15262-59308-0365_4592587608.dat,WDB
cb_uvex2\SDSSJ073929.44+285218.8_15016-59276-0363_4551095057.dat,WDB
cb_uvex2\SDSSJ062352.33+404209.1_15288-59294-0370_4552312420.dat,WDB
wd\SDSSJ122259.35+503645.1_15237-59291-0077_4351924365.dat,WDB
wd\SDSSJ072103.19-250816.4_15116-59220-0159_4430166686.dat,WDB
wd\SDSSJ113631.50+591229.5_15235-59315-0216_4359633559.dat,WDB
wd\SDSSJ142812.59+323817.1_15324-59343-0419_4603761898.dat,WDB
cb_uvex2\SDSSJ073942.78+194738.9_15286-59276-0186_4543044072.dat,WDB
wd\SDSSJ084736.14+504749.4_15244-59257-0103_4360816009.dat,WDB
cb_uvex2\SDSSJ085157.43+514414.9_15174-59252-0423_4360808909.dat,WDB
cb_uvex2\SDSSJ122732.98+481434.4_15238-59292-0031_4352006870.dat,WDB
cb_uvex2\SDSSJ084355.07+010106.5_15146-59206-0011_4544997225.dat,WDB
cb_uvex2\SDSSJ111716.60+091603.2_15129-59278-0214_4594923273.dat,WDB
wd\SDSSJ073552.63+210135.8_15195-59271-0379_4543075221.dat,WDB
cb_uvex2\SDSSJ073929.44+285218.8_15016-59168-0372_4551095057.dat,WDB
wd\SDSSJ085719.37-011313.7_15166-59251-0202_4492116225.dat,WDB
cb_uvex2\SDSSJ082119.91+223346.6_15054-59232-0261_4554478826.dat,WDB
wd\SDSSJ074351.30+385615.5_15017-59147-0321_4554153047.dat,WDB
wd\SDSSJ085658.21-012633.8_15166-59251-0257_4492103430.dat,WDB
wd\SDSSJ132517.96+463208.2_15296-59346-0337_4351768322.dat,WDB
wd\SDSSJ074257.29+390617.9_15017-59278-0131_4554151872.dat,WDB
wd\SDSSJ080132.12+280143.1_15021-59226-0447_4554424239.dat,WDB
wd\SDSSJ073737.19+154131.0_15192-59302-0403_4541980821.dat,WDB
wd\SDSSJ112533.43+430757.1_15234-59309-0385_4597891340.dat,WDB
wd\SDSSJ113454.15+570700.0_15235-59254-0334_4359802002.dat,WDB
wd\SDSSJ134956.19+024309.3_15201-59306-0298_4600224987.dat,WDB
wd\SDSSJ000545.17+580538.5_15076-59207-0149_4293287268.dat,WDB
wd\SDSSJ013714.97-012004.0_15012-59166-0230_4375140224.dat,WDB
wd\SDSSJ143227.24+363215.4_15305-59343-0078_4603885555.dat,WDB
