filename,classID
wd\SDSSJ225822.55+203949.2_15028-59166-0324_4383626541.dat,WDB
cb_uvex2\SDSSJ234906.10+010021.9_15034-59165-0378_4382236174.dat,WDB
wd\SDSSJ075537.17+372138.9_15020-59200-0152_4555263684.dat,WDA
wd\SDSSJ082910.92+363709.3_15062-59227-0467_4555692400.dat,WDA
wd\SDSSJ024116.21-001743.6_15015-59166-0179_4376166145.dat,WDA
wd\SDSSJ234053.59-011829.8_15033-59164-0041_4371147419.dat,WDB
wd\SDSSJ073748.56+381953.4_15017-59195-0492_4553882711.dat,WDA
wd\SDSSJ171219.29+715744.0_15369-59335-0064_4347220959.dat,WDA
wd\SDSSJ223130.16+400433.1_15082-59215-0400_4397065131.dat,WDB
wd\SDSSJ112319.64+445045.0_15234-59337-0204_4360530191.dat,WDA
wd\SDSSJ234246.29+002638.7_15034-59192-0022_4382200922.dat,WDB
wd\SDSSJ212656.73-002423.8_15027-59159-0116_4367805501.dat,WDB
wd\SDSSJ092838.11+035839.3_15265-59292-0234_4592708135.dat,WDB
wd\SDSSJ011954.05-011641.8_15009-59218-0327_4375037176.dat,WDA
cb_uvex2\SDSSJ023039.28+000752.0_15014-59165-0431_4401856306.dat,WDB
cb_uvex2\SDSSJ133031.85+472628.1_15296-59317-0059_4351694977.dat,WDA
cb_uvex2\SDSSJ084052.73+003733.6_15143-59205-0282_4544988149.dat,WDA
wd\SDSSJ004646.99-003711.2_15007-59187-0248_4374675455.dat,WDA
wd\SDSSJ133442.16+472902.5_15297-59291-0366_4351688767.dat,WDA
wd\SDSSJ142307.89+362453.9_15305-59283-0176_4603726947.dat,WDB
cb_uvex2\SDSSJ080832.57+335544.1_15023-59253-0213_4555305446.dat,WDB
cb_uvex2\SDSSJ152725.57+072703.6_15272-59305-0286_5170325094.dat,WDA
wd\SDSSJ160321.71+530521.1_15330-59344-0460_4346421810.dat,WDA
cb_uvex2\SDSSJ073953.16+204900.4_15286-59294-0353_4543082265.dat,WDA
wd\SDSSJ084817.31+043006.2_15258-59291-0100_4545218417.dat,WDA
wd\SDSSJ140645.45+552340.1_15304-59312-0184_4351031659.dat,WDB
wd\SDSSJ162040.97+680308.3_15368-59359-0443_4347550829.dat,WDA
wd\SDSSJ142826.27+091543.0_15202-59250-0161_4600995115.dat,WDA
wd\SDSSJ161833.80+540012.1_15330-59324-0451_4346352466.dat,WDA
cb_uvex2\SDSSJ163113.46+444223.6_15308-59342-0023_4346120106.dat,WDB
cb_uvex2\SDSSJ173713.39+774916.8_15370-59338-0330_4347755397.dat,WDA
cb_uvex2\SDSSJ083107.07+340256.6_15057-59197-0356_4555603482.dat,WDB
cb_uvex2\SDSSJ085543.65+503748.2_15174-59284-0363_4360846509.dat,WDA
cb_uvex2\SDSSJ122614.35+512320.3_15237-59291-0267_4351898577.dat,WDA
wd\SDSSJ082323.19+360834.7_15055-59230-0307_4555510406.dat,WDB
wd\SDSSJ084443.14+042102.9_15258-59291-0152_4545113979.dat,WDA
cb_uvex2\SDSSJ182918.14+250700.3_15331-59302-0262_5270454658.dat,WDA
wd\SDSSJ135005.30+272545.1_15301-59338-0118_4603039981.dat,WDA
cb_uvex2\SDSSJ085214.45-003244.2_15164-59200-0160_4492085757.dat,WDA
wd\SDSSJ143443.54+035727.7_15306-59289-0457_4600785796.dat,WDA
wd\SDSSJ221613.58+010455.9_15029-59169-0464_4381161380.dat,WDA
wd\SDSSJ065559.94-063445.2_15282-59293-0336_4471859306.dat,WDA
cb_uvex2\SDSSJ142111.51+325934.2_15322-59340-0106_4603620912.dat,WDB
cb_uvex2\SDSSJ111716.60+091603.2_15129-59278-0214_4594923273.dat,WDB
wd\SDSSJ164953.32+340718.4_15310-59347-0389_5189660046.dat,WDA
wd\SDSSJ082742.61+284549.7_15058-59195-0219_4555034665.dat,WDA
wd\SDSSJ173747.57+761242.7_15370-59338-0025_4347735948.dat,WDA
cb_uvex2\SDSSJ084953.37+001042.9_15164-59200-0327_4545132059.dat,WDB
wd\SDSSJ050808.83-051735.6_15102-59210-0475_4416814425.dat,WDA
wd\SDSSJ080630.84+271750.8_15024-59202-0391_4554429955.dat,WDB
wd\SDSSJ170114.75+760207.1_15370-59338-0207_4347887677.dat,WDA
wd\SDSSJ160456.94+273430.2_15274-59304-0151_5188072038.dat,WDA
wd\SDSSJ163644.12+395518.8_15309-59354-0379_5191816170.dat,WDB
wd\SDSSJ163840.73+385459.5_15309-59354-0312_5191722250.dat,WDA
wd\SDSSJ164240.40+391731.5_15309-59340-0241_5191725122.dat,WDB
wd\SDSSJ121527.47+212401.6_15295-59294-0115_4599538539.dat,WDB
wd\SDSSJ022635.71+531712.1_15217-59238-0270_4302007619.dat,WDA
wd\SDSSJ142122.68+354232.2_15305-59313-0425_4603718481.dat,WDA
cb_uvex2\SDSSJ085052.21+034443.8_15258-59291-0031_4545212787.dat,WDA
wd\SDSSJ061645.16+094222.0_15101-59192-0436_4526577214.dat,WDA
wd\SDSSJ065047.55-052113.7_15282-59293-0070_4471908450.dat,WDB
wd\SDSSJ012535.01+160603.5_15010-59199-0167_4401115716.dat,WDA
cb_uvex2\SDSSJ151933.04+570718.8_15307-59290-0008_4349081302.dat,WDA
wd\SDSSJ164648.56+353515.9_15310-59315-0095_5191580214.dat,WDA
wd\SDSSJ071613.67-244740.8_15116-59212-0194_4457255877.dat,WDA
wd\SDSSJ134445.61+271137.1_15301-59338-0373_4602331028.dat,WDA
wd\SDSSJ172733.15-121134.0_15341-59355-0376_4865819403.dat,WDA
wd\SDSSJ163644.12+395518.8_15309-59350-0379_5191816170.dat,WDB
wd\SDSSJ085850.44+515243.9_15174-59284-0298_4360793770.dat,WDA
wd\SDSSJ073515.14+362444.7_15127-59219-0432_4553795050.dat,WDB
cb_uvex2\SDSSJ075404.18+283933.8_15019-59164-0340_4554389477.dat,WDB
wd\SDSSJ134956.19+024309.3_15201-59273-0180_4600224987.dat,WDB
wd\SDSSJ134243.97-050354.8_15200-59246-0183_4589585815.dat,WDA
wd\SDSSJ183002.12+254600.6_15331-59328-0064_5270514571.dat,WDB
wd\SDSSJ062209.28-012925.8_15139-59205-0121_4470902482.dat,WDB
cb_uvex2\SDSSJ075116.57+315529.5_15018-59197-0274_4554666796.dat,WDA
cb_uvex2\SDSSJ161227.47+541130.2_15329-59343-0310_4346403029.dat,WDB
wd\SDSSJ085205.50+031413.9_15258-59291-0258_4545209233.dat,WDB
wd\SDSSJ074351.30+385615.5_15017-59250-0141_4554153047.dat,WDB
wd\SDSSJ074138.91+285657.2_15016-59146-0317_4551111127.dat,WDA
wd\SDSSJ071719.25-244138.0_15116-59212-0189_4457263453.dat,WDA
cb_uvex2\SDSSJ072739.39+233411.0_15191-59247-0272_4543178764.dat,WDA
wd\SDSSJ075723.54+291437.9_15019-59199-0007_4554596234.dat,WDB
wd\SDSSJ073627.04+180559.6_15073-59186-0451_4542210779.dat,WDA
wd\SDSSJ081537.27+213919.1_15052-59229-0454_4546471574.dat,WDA
cb_uvex2\SDSSJ084953.37+001042.9_15164-59200-0327_4545132059.dat,WDB
wd\SDSSJ065927.13+030625.6_15336-59294-0050_4530254334.dat,WDB
wd\SDSSJ073552.63+210135.8_15195-59238-0119_4543075221.dat,WDB
wd\SDSSJ121037.45+193200.8_15295-59294-0374_4599335922.dat,WDB
cb_uvex2\SDSSJ075404.18+283933.8_15019-59222-0296_4554389477.dat,WDB
wd\SDSSJ071449.94-241557.9_15116-59218-0471_4457222074.dat,WDA
wd\SDSSJ112009.91+085641.8_15129-59217-0396_4594945476.dat,WDB
wd\SDSSJ073751.43+213457.2_15195-59238-0204_4543092523.dat,WDA
cb_uvex2\SDSSJ000458.32+251401.1_15004-59165-0442_4400704587.dat,WDA
wd\SDSSJ115242.14+580146.0_15236-59255-0210_4359639151.dat,WDA
wd\SDSSJ081556.52+345224.3_15025-59255-0199_4555350238.dat,WDA
cb_uvex2\SDSSJ072829.00+245935.4_15285-59276-0367_4550839972.dat,WDB
cb_uvex2\SDSSJ085157.43+514414.9_15174-59312-0259_4360808909.dat,WDB
wd\SDSSJ073552.63+210135.8_15195-59238-0119_4543075221.dat,WDB
wd\SDSSJ052651.44+333250.5_15112-59238-0403_4513592886.dat,WDA
wd\SDSSJ143430.62+343616.5_15327-59326-0038_4603863406.dat,WDB
wd\SDSSJ075832.56+370946.1_15020-59200-0070_4555282818.dat,WDA
wd\SDSSJ083606.49+041005.4_15256-59280-0135_4545067151.dat,WDB
cb_uvex2\SDSSJ121712.99+205839.7_15295-59352-0067_4599536181.dat,WDA
wd\SDSSJ161750.41+865542.3_15273-59360-0124_4348119570.dat,WDA
wd\SDSSJ135336.36+015315.9_15201-59273-0295_4600227795.dat,WDB
wd\SDSSJ015939.33-030053.3_15045-59169-0002_4375869220.dat,WDA
cb_uvex2\SDSSJ163409.86+403250.0_15309-59340-0132_5191825819.dat,WDA
wd\SDSSJ081548.71+364950.6_15055-59230-0018_4555492009.dat,WDB
cb_uvex2\SDSSJ012752.18+140622.7_15010-59219-0300_4401100247.dat,WDB
wd\SDSSJ144723.50+404430.9_15357-59336-0062_4350578564.dat,WDA
wd\SDSSJ234326.58-005749.5_15033-59200-0247_4371149798.dat,WDB
wd\SDSSJ134317.85-054536.2_15200-59305-0415_4589580198.dat,WDA
wd\SDSSJ083628.20+354649.6_15062-59227-0336_4555706551.dat,WDA
wd\SDSSJ000247.39+260817.4_15004-59191-0239_4400709236.dat,WDA
wd\SDSSJ090112.43+025244.5_15260-59304-0324_4592558650.dat,WDA
wd\SDSSJ183057.21+252814.0_15331-59302-0269_5270478172.dat,WDB
wd\SDSSJ225715.71+195759.1_15028-59197-0126_4383618640.dat,WDA
wd\SDSSJ001043.54+253829.2_15004-59217-0333_4400717432.dat,WDA
wd\SDSSJ130509.47+573102.1_15348-59302-0331_4351321133.dat,WDA
wd\SDSSJ073748.56+381953.4_15017-59220-0100_4553882711.dat,WDA
wd\SDSSJ113341.30+240221.6_15294-59314-0302_4595983904.dat,WDA
wd\SDSSJ182614.87+251128.8_15331-59302-0394_5268364186.dat,WDB
wd\SDSSJ134424.43-051339.6_15200-59273-0125_4589586857.dat,WDA
cb_uvex2\SDSSJ080222.76+344909.9_15022-59165-0316_4555225284.dat,WDA
wd\SDSSJ142951.48+341243.8_15325-59347-0141_4603789469.dat,WDB
wd\SDSSJ020931.75-033502.5_15046-59200-0367_4375908076.dat,WDB
wd\SDSSJ163944.63+383346.7_15309-59312-0261_5191718549.dat,WDA
wd\SDSSJ234710.27+000633.5_15034-59192-0398_4382230174.dat,WDA
wd\SDSSJ065047.55-052113.7_15282-59293-0070_4471908450.dat,WDB
wd\SDSSJ113123.69+233137.8_15294-59291-0334_4595911329.dat,WDB
wd\SDSSJ081223.85+254842.7_15024-59202-0055_4554513268.dat,WDB
cb_uvex2\SDSSJ141859.45+342458.0_15322-59340-0455_4603642137.dat,WDB
wd\SDSSJ074035.78-121452.2_15232-59265-0108_4476633394.dat,WDB
wd\SDSSJ062023.00+405627.6_15197-59245-0102_4552293658.dat,WDA
wd\SDSSJ233956.93+003729.4_15033-59200-0087_4382199395.dat,WDA
wd\SDSSJ112424.88+264742.1_15293-59340-0470_4597233985.dat,WDA
wd\SDSSJ083056.93+253853.4_15060-59222-0419_4554910640.dat,WDB
wd\SDSSJ055524.12+233410.1_15084-59215-0459_4504829960.dat,WDB
wd\SDSSJ073652.61+181428.3_15073-59186-0448_4542220895.dat,WDB
wd\SDSSJ084142.06+500707.0_15244-59257-0188_4360881205.dat,WDB
wd\SDSSJ023536.46+014102.8_15014-59191-0371_4401871791.dat,WDB
cb_uvex2\SDSSJ000742.62+252422.6_15004-59191-0126_4400714901.dat,WDB
wd\SDSSJ163644.12+395518.8_15309-59350-0379_5191816170.dat,WDB
wd\SDSSJ073552.63+210135.8_15286-59294-0439_4543075221.dat,WDB
cb_uvex2\SDSSJ212400.17-015931.7_15027-59159-0483_4367769595.dat,WDA
wd\SDSSJ092838.11+035839.3_15266-59306-0075_4592708135.dat,WDA
wd\SDSSJ083059.32+193214.1_15061-59226-0441_4546825502.dat,WDB
wd\SDSSJ092042.97+045111.8_15264-59310-0044_4592693847.dat,WDB
cb_uvex2\SDSSJ074341.16+163604.9_15192-59302-0266_4542197915.dat,WDB
wd\SDSSJ052625.03-041255.0_15110-59215-0191_4417009028.dat,WDA
wd\SDSSJ093724.98+015304.5_15269-59318-0096_4592938937.dat,WDA
wd\SDSSJ141214.54+544829.4_15304-59312-0036_4350964909.dat,WDB
cb_uvex2\SDSSJ083048.87+214033.3_15061-59226-0047_4554845189.dat,WDB
wd\SDSSJ081647.73+223037.4_15054-59232-0392_4554449112.dat,WDA
wd\SDSSJ065256.38+002125.3_15281-59325-0260_4524245996.dat,WDA
wd\SDSSJ135439.53+532650.1_15302-59315-0415_4351153314.dat,WDB
wd\SDSSJ143452.21+091835.3_15202-59250-0048_4601003356.dat,WDB
wd\SDSSJ092838.11+035839.3_15265-59292-0234_4592708135.dat,WDB
wd\SDSSJ003230.13+001138.6_15005-59167-0449_4399273369.dat,WDB
wd\SDSSJ134526.92-050201.6_15200-59246-0168_4589588465.dat,WDA
cb_uvex2\SDSSJ111933.88+111200.6_15129-59278-0443_4594995953.dat,WDA
wd\SDSSJ141214.54+544829.4_15304-59281-0282_4350964909.dat,WDB
wd\SDSSJ144135.53+050817.0_15306-59289-0072_4600827183.dat,WDA
wd\SDSSJ085413.93+050843.8_15259-59292-0125_4545253832.dat,WDB
wd\SDSSJ080503.25+313234.7_15023-59167-0406_4554712608.dat,WDA
cb_uvex2\SDSSJ023039.28+000752.0_15014-59165-0431_4401856306.dat,WDB
wd\SDSSJ143452.21+091835.3_15202-59324-0114_4601003356.dat,WDB
wd\SDSSJ182558.86+261025.6_15331-59328-0146_5268421241.dat,WDB
wd\SDSSJ053220.62+392742.9_15225-59272-0450_4519581915.dat,WDA
wd\SDSSJ084901.72-010605.9_15164-59200-0265_4492077427.dat,WDB
cb_uvex2\SDSSJ081859.50+222805.7_15054-59232-0157_4554475582.dat,WDB
wd\SDSSJ074428.16+163631.1_15073-59212-0004_4542198909.dat,WDA
wd\SDSSJ023054.08+593702.1_15218-59245-0413_4318485461.dat,WDA
wd\SDSSJ075649.51+262733.5_15021-59251-0091_4554359355.dat,WDA
cb_uvex2\SDSSJ025202.46-010515.9_15049-59193-0498_4376210625.dat,WDA
wd\SDSSJ140010.29+610227.3_15303-59280-0392_4349298524.dat,WDA
cb_uvex2\SDSSJ000205.57+002041.6_15035-59190-0239_4399102145.dat,WDB
wd\SDSSJ073819.57+282126.9_15016-59276-0403_4551070533.dat,WDA
wd\SDSSJ163104.67-012344.7_15275-59337-0388_4862961909.dat,WDB
cb_uvex2\SDSSJ015250.03-001222.1_15013-59165-0120_4375866573.dat,WDA
wd\SDSSJ075113.25+313249.1_15018-59164-0276_4554661908.dat,WDB
cb_uvex2\SDSSJ122803.31+632823.0_15239-59264-0182_4349872157.dat,WDA
wd\SDSSJ083601.71+023547.1_15143-59205-0087_4544972548.dat,WDB
wd\SDSSJ150417.07+553439.1_15307-59344-0471_4349140341.dat,WDA
wd\SDSSJ061432.19+215516.3_15113-59190-0431_4538541349.dat,WDA
cb_uvex2\SDSSJ090542.95+510744.8_15174-59312-0025_4360832115.dat,WDA
wd\SDSSJ003923.04+003534.7_15005-59193-0246_4399284904.dat,WDA
wd\SDSSJ160522.45+532220.5_15330-59324-0037_4346418722.dat,WDB
wd\SDSSJ085205.50+031413.9_15258-59291-0258_4545209233.dat,WDB
wd\SDSSJ084857.93+002834.5_15146-59226-0253_4545132518.dat,WDB
wd\SDSSJ155713.73+280338.6_15274-59304-0478_5188048002.dat,WDB
wd\SDSSJ074419.83+302202.9_15016-59219-0484_4551564230.dat,WDB
wd\SDSSJ062947.98+180110.8_15228-59269-0044_4537368754.dat,WDA
wd\SDSSJ133713.95+374007.5_15299-59293-0342_4602877478.dat,WDA
wd\SDSSJ013045.53-002010.9_15011-59203-0340_4375123830.dat,WDA
cb_uvex2\SDSSJ083121.12+004742.2_15255-59279-0483_4544925471.dat,WDB
wd\SDSSJ121258.38+502754.3_15237-59256-0499_4351937625.dat,WDA
wd\SDSSJ073214.54-072155.3_15231-59270-0329_4477477795.dat,WDB
wd\SDSSJ081150.48+334618.2_15025-59169-0416_4555309415.dat,WDA
wd\SDSSJ183057.21+252814.0_15331-59328-0049_5270478172.dat,WDB
wd\SDSSJ065600.53-044242.5_15282-59293-0171_4472161786.dat,WDA
wd\SDSSJ134956.19+024309.3_15201-59306-0298_4600224987.dat,WDB
wd\SDSSJ062448.49+000443.3_15139-59205-0271_4522182525.dat,WDA
cb_uvex2\SDSSJ075404.18+283933.8_15019-59164-0340_4554389477.dat,WDB
wd\SDSSJ185042.38+380424.2_15332-59305-0230_5368068828.dat,WDB
wd\SDSSJ023724.48+732950.3_15074-59189-0327_4325488934.dat,WDB
wd\SDSSJ182808.21+260942.3_15331-59328-0116_5268427487.dat,WDB
wd\SDSSJ121031.36+214430.0_15295-59294-0488_4599518599.dat,WDB
wd\SDSSJ163204.14-005905.5_15275-59337-0301_4862995945.dat,WDA
wd\SDSSJ055524.12+233410.1_15084-59215-0459_4504829960.dat,WDB
wd\SDSSJ134034.45+141450.6_15298-59292-0293_4599915084.dat,WDA
cb_uvex2\SDSSJ165359.34+335239.0_15310-59315-0293_5189689632.dat,WDA
cb_uvex2\SDSSJ132248.60-142555.7_15199-59247-0365_4587925664.dat,WDA
wd\SDSSJ085618.02+003758.7_15167-59252-0249_4545165370.dat,WDB
wd\SDSSJ113345.05+565329.5_15235-59346-0335_4359802298.dat,WDA
cb_uvex2\SDSSJ003310.43+011934.2_15005-59167-0128_4399278965.dat,WDB
wd\SDSSJ172042.31+772723.7_15370-59338-0387_4347772205.dat,WDA
wd\SDSSJ072828.06+245327.9_15191-59247-0306_4550839752.dat,WDA
wd\SDSSJ074321.68+200828.1_15195-59238-0061_4543097596.dat,WDB
wd\SDSSJ164303.85+393042.6_15309-59354-0251_5191726198.dat,WDA
wd\SDSSJ133516.10+500131.7_15300-59351-0113_4351659312.dat,WDA
wd\SDSSJ052111.69-024604.9_15075-59187-0459_4417155243.dat,WDB
wd\SDSSJ074046.69+391445.9_15017-59278-0142_4554151268.dat,WDA
wd\SDSSJ142214.76+042404.4_15323-59352-0228_4600459184.dat,WDA
wd\SDSSJ084700.86-010032.3_15164-59200-0105_4492068866.dat,WDB
wd\SDSSJ092654.51-013111.1_15267-59308-0223_4570514321.dat,WDB
cb_uvex2\SDSSJ163305.29+390958.6_15309-59350-0430_5191810022.dat,WDA
wd\SDSSJ063612.80+053438.8_15114-59208-0072_4525003134.dat,WDB
wd\SDSSJ052339.87+491012.3_15121-59212-0497_4342208661.dat,WDB
wd\SDSSJ113752.30+245147.5_15294-59343-0035_4595988869.dat,WDA
cb_uvex2\SDSSJ133713.68+134210.3_15298-59351-0376_4599907159.dat,WDA
cb_uvex2\SDSSJ122228.27+494141.1_15237-59256-0328_4351932048.dat,WDA
wd\SDSSJ134419.68+385017.7_15299-59311-0016_4602959001.dat,WDA
cb_uvex2\SDSSJ142041.94+033431.3_15323-59352-0329_4600444594.dat,WDA
cb_uvex2\SDSSJ085918.84+513306.4_15174-59252-0233_4360812240.dat,WDA
wd\SDSSJ092838.11+035839.3_15266-59306-0075_4592708135.dat,WDB
wd\SDSSJ092000.84+025937.3_15265-59316-0208_4592676673.dat,WDA
wd\SDSSJ090900.76+011313.6_15169-59257-0004_4592534517.dat,WDA
wd\SDSSJ163644.12+395518.8_15309-59312-0379_5191816170.dat,WDB
cb_uvex2\SDSSJ084355.07+010106.5_15143-59205-0358_4544997225.dat,WDB
wd\SDSSJ113307.06+272516.0_15293-59293-0128_4597294581.dat,WDB
wd\SDSSJ082206.13+391428.6_15026-59257-0236_4361421420.dat,WDB
wd\SDSSJ134919.93-042815.7_15349-59304-0085_4591647157.dat,WDA
cb_uvex2\SDSSJ081018.47+200116.7_15052-59229-0436_4546377471.dat,WDA
wd\SDSSJ085253.92+000739.2_15164-59200-0458_4545160863.dat,WDB
wd\SDSSJ080453.51+263826.8_15024-59254-0434_4554411570.dat,WDB
